0_0, 0_1, 0_2, 1_0, 1_1, 1_2, 2_0, 2_1, 2_2, has_horizontal, has_vertical
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.203, 0.203, 0.203, 0, 0, 0, 0, 0, 0, 1, 0
0.283, 0, 0.577, 0.283, 0, 0.577, 0.283, 0, 0.577, 0, 1
0, 0.482, 0, 0, 0.482, 0, 0, 0.482, 0, 0, 1
0.455, 0, 0.498, 0.455, 0, 0.498, 0.455, 0, 0.498, 0, 1
0, 0, 0.956, 0, 0, 0.956, 0, 0, 0.956, 0, 1
0.533, 0.533, 0.533, 0, 0, 0, 0.751, 0.751, 0.751, 1, 0
0.448, 0.448, 0.448, 0, 0, 0, 0, 0, 0, 1, 0
0.18, 0.18, 0.18, 0, 0, 0, 0, 0, 0, 1, 0
0.342, 0.342, 0.342, 0.1, 0.1, 0.1, 0, 0, 0, 1, 0
0, 0.628, 0.393, 0, 0.628, 0.393, 0, 0.628, 0.393, 0, 1
0.144, 0, 0.597, 0.144, 0, 0.597, 0.144, 0, 0.597, 0, 1
0.1, 0.1, 0.1, 0.338, 0.338, 0.338, 0, 0, 0, 1, 0
0.661, 0.661, 0.661, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.455, 0, 0, 0.555, 0.1, 0.1, 1, 0.608, 0.608, 1, 1
0, 1, 0.843, 0.953, 1, 1, 0.983, 1, 1, 1, 1
0, 0.642, 0.194, 0, 0.642, 0.194, 0, 0.642, 0.194, 0, 1
0, 0.287, 0, 0.207, 0.494, 0.207, 0.512, 0.799, 0.512, 1, 1
0, 0, 0, 0.818, 0.818, 0.818, 0, 0, 0, 1, 0
0, 0, 0.314, 0.851, 0.851, 1, 0.256, 0.256, 0.57, 1, 1
0.281, 0.281, 0.281, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0.425, 0.425, 0.425, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0.852, 0.852, 0.852, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.63, 0.566, 0.331, 0.961, 0.898, 0, 0.63, 0.566, 1, 1
0.477, 0.477, 0.477, 0, 0, 0, 0, 0, 0, 1, 0
0.479, 0, 0, 1, 0.994, 0.994, 0.479, 0, 0, 1, 1
0, 0, 0, 0, 0, 0, 0.383, 0.383, 0.383, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0.3, 0.3, 0.3, 1, 0
0.825, 0, 0.422, 0.825, 0, 0.422, 0.825, 0, 0.422, 0, 1
0, 0, 0, 0.296, 0.296, 0.296, 0.112, 0.112, 0.112, 1, 0
0.875, 0.669, 0.669, 0.205, 0, 0, 0.977, 0.772, 0.772, 1, 1
0.502, 0.502, 0.502, 0.1, 0.1, 0.1, 0, 0, 0, 1, 0
0.948, 0, 0, 0.948, 0, 0, 0.948, 0, 0, 0, 1
1, 1, 0.892, 1, 1, 0.572, 0.899, 0.869, 0, 1, 1
0.383, 0.904, 0, 0.383, 0.904, 0, 0.383, 0.904, 0, 0, 1
0.654, 0.975, 1, 0, 0.32, 0.775, 0.577, 0.897, 1, 1, 1
0, 0, 0.1, 0, 0, 0.1, 0, 0, 0.1, 0, 1
0, 0, 0.768, 0.381, 0.381, 1, 0, 0, 0.768, 1, 1
0.65, 0.495, 0, 0.65, 0.495, 0, 0.65, 0.495, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.991, 1, 0.759, 0.66, 1, 0.427, 0.233, 0.58, 0, 1, 1
1, 0.459, 0.688, 0.58, 0, 0.23, 0.58, 0, 0.23, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0.462, 0, 0, 0.462, 0, 0, 0.462, 0, 1
0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.809, 0.884, 0, 0.809, 0.884, 0, 0.809, 0.884, 0, 0, 1
0, 0, 0, 0.415, 0.415, 0.415, 0, 0, 0, 1, 0
0.158, 0.805, 0.158, 0, 0.647, 0, 0.677, 1, 0.677, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.455, 0.22, 0, 0.455, 0.22, 0, 0.455, 0.22, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.474, 0.474, 0.474, 0.305, 0.305, 0.305, 0, 0, 0, 1, 0
0, 0, 0.159, 0, 0, 0.159, 0.415, 0.415, 0.574, 1, 1
0, 0, 0, 0, 0, 0, 0.858, 0.858, 0.858, 1, 0
0, 0, 0.474, 0, 0, 0.474, 0, 0, 0.474, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.687, 0.587, 0.587, 0.1, 0, 0, 0.654, 0.554, 0.554, 1, 1
0.768, 0.768, 0.768, 0, 0, 0, 0, 0, 0, 1, 0
0, 0.323, 0, 0, 0.323, 0, 0.359, 0.682, 0.359, 1, 1
0.471, 0.718, 0, 0.577, 0.825, 0.107, 0.76, 1, 0.29, 1, 1
0.844, 0.844, 0.844, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0.249, 0.249, 0.249, 1, 0
0, 0, 0, 0.69, 0.69, 0.69, 0.445, 0.445, 0.445, 1, 0
0.255, 0.255, 0.255, 0.547, 0.547, 0.547, 0, 0, 0, 1, 0
0, 0, 0.922, 0.119, 0.119, 1, 0.1, 0.1, 1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.806, 0, 0, 1, 0.275, 0.275, 1, 0.395, 0.395, 1, 1
0, 0, 0, 0.399, 0.399, 0.399, 0, 0, 0, 1, 0
0, 0.626, 0.602, 0, 0.626, 0.602, 0, 0.626, 0.602, 0, 1
1, 1, 0.861, 0.588, 0.839, 0, 0.688, 0.939, 0.1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.141, 0.327, 0, 0.141, 0.327, 0, 0.141, 0.327, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.393, 0.648, 0, 0.393, 0.648, 0, 0.393, 0.648, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.582, 0.582, 0.582, 0, 0, 0, 0.868, 0.868, 0.868, 1, 0
0.574, 0.388, 0, 0.574, 0.388, 0, 0.574, 0.388, 0, 0, 1
0, 0, 0, 0.182, 0.182, 0.182, 0.557, 0.557, 0.557, 1, 0
0.763, 0.467, 0.467, 0.905, 0.609, 0.609, 0.296, 0, 0, 1, 1
0, 0, 0, 0.841, 0.841, 0.841, 0, 0, 0, 1, 0
0.55, 0.55, 0.55, 0, 0, 0, 0, 0, 0, 1, 0
0.371, 0.799, 0.371, 0.217, 0.645, 0.217, 0, 0.427, 0, 1, 1
0, 0, 0, 0.1, 0.1, 0.1, 1, 1, 1, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.628, 0, 0.424, 1, 0.424, 0, 0.628, 0, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.641, 0.641, 0.641, 0, 0, 0, 0.589, 0.589, 0.589, 1, 0
0.699, 0.699, 0.699, 0.439, 0.439, 0.439, 0, 0, 0, 1, 0
0, 0.139, 0.863, 0, 0.139, 0.863, 0, 0.139, 0.863, 0, 1
0, 0, 0, 0.1, 0.1, 0.1, 0.613, 0.613, 0.613, 1, 0
0.23, 0.23, 0.23, 0.647, 0.647, 0.647, 0, 0, 0, 1, 0
0.347, 0.452, 0, 0.467, 0.572, 0.12, 0.347, 0.452, 0, 1, 1
0, 0, 0, 0.42, 0.42, 0.42, 0, 0, 0, 1, 0
1, 0.607, 0.607, 0.618, 0.1, 0.1, 0.518, 0, 0, 1, 1
0.629, 0.771, 0, 0.629, 0.771, 0, 0.629, 0.771, 0, 0, 1
0.327, 0.484, 0, 0.327, 0.484, 0, 0.327, 0.484, 0, 0, 1
0, 0, 0, 0.619, 0.619, 0.619, 0.631, 0.631, 0.631, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.474, 0, 0.593, 1, 0.923, 1, 0.474, 0, 0.593, 1, 1
0, 0, 0.76, 0, 0, 0.76, 0, 0, 0.76, 0, 1
0.882, 1, 1, 0, 0.252, 0.597, 0.591, 0.843, 1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.733, 0.925, 1, 0.638, 0.83, 1, 0, 0.192, 0.61, 1, 1
0, 0.915, 0, 0, 0.915, 0, 1, 1, 1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.536, 0.536, 1, 0, 0, 1, 0.1, 0.1, 1, 1, 1
0.734, 0.734, 0.734, 0, 0, 0, 0.317, 0.317, 0.317, 1, 0
0.38, 0.38, 0.38, 0, 0, 0, 0.511, 0.511, 0.511, 1, 0
0.662, 0.799, 0.989, 0, 0.137, 0.327, 0, 0.137, 0.327, 1, 1
0, 0, 0.39, 0.28, 0.28, 0.67, 0.72, 0.72, 1, 1, 1
1, 1, 1, 0, 0.388, 0.638, 0, 0.388, 0.638, 1, 1
0, 0, 0.208, 0, 0, 0.208, 0, 0, 0.208, 0, 1
0, 0.592, 0.93, 0, 0.592, 0.93, 0, 0.592, 0.93, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.574, 0.414, 0, 0.574, 0.414, 0, 0.574, 0.414, 0, 0, 1
0.5, 0, 0.675, 0.5, 0, 0.675, 0.817, 0.317, 0.991, 1, 1
0, 0, 0.699, 0, 0, 0.699, 0.786, 0.786, 1, 1, 1
0.639, 0.639, 0.639, 0.593, 0.593, 0.593, 0, 0, 0, 1, 0
0, 0, 0, 0.437, 0.437, 0.437, 0, 0, 0, 1, 0
1, 1, 0.712, 0.995, 0.545, 0, 1, 1, 0.647, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.403, 0, 0, 1, 0.918, 0.918, 0.403, 0, 0, 1, 1
0.566, 0.566, 0.566, 0, 0, 0, 0.44, 0.44, 0.44, 1, 0
0, 0, 0.227, 0, 0, 0.227, 0, 0, 0.227, 0, 1
0, 0.463, 0.357, 0, 0.463, 0.357, 0, 0.463, 0.357, 0, 1
0.1, 0, 0, 0.1, 0, 0, 0.1, 0, 0, 0, 1
0, 0, 0, 0.1, 0.1, 0.1, 0.294, 0.294, 0.294, 1, 0
0.499, 0.756, 0.499, 0, 0.257, 0, 0.486, 0.743, 0.486, 1, 1
0.323, 0, 0, 0.323, 0, 0, 0.323, 0, 0, 0, 1
0, 0, 0, 0.501, 0.501, 0.501, 0, 0, 0, 1, 0
1, 1, 1, 0.759, 0.759, 0.759, 0, 0, 0, 1, 0
0.548, 0.548, 0.548, 0, 0, 0, 1, 1, 1, 1, 0
0.38, 0, 0.397, 0.38, 0, 0.397, 0.38, 0, 0.397, 0, 1
0, 0.808, 0, 0, 0.808, 0, 0, 0.808, 0, 0, 1
0, 0, 0.332, 0, 0, 0.332, 0.427, 0.427, 0.758, 1, 1
1, 0.983, 0.457, 0.722, 0.526, 0, 0.722, 0.526, 0, 1, 1
0.322, 0.758, 0, 1, 1, 1, 0.322, 0.758, 0, 1, 1
0, 0, 0, 0, 0, 0, 0.472, 0.472, 0.472, 1, 0
0.671, 0, 0, 0.771, 0.1, 0.1, 1, 1, 1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.422, 0.422, 0.422, 0.979, 0.979, 0.979, 0, 0, 0, 1, 0
0, 0.355, 0.323, 0, 0.355, 0.323, 0, 0.355, 0.323, 0, 1
0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0
0.632, 0.632, 1, 0.634, 0.634, 1, 0, 0, 0.69, 1, 1
0.427, 0, 0, 0.427, 0, 0, 1, 0.737, 0.737, 1, 1
0.641, 0.932, 0, 0.641, 0.932, 0, 0.641, 0.932, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.481, 0.481, 0.481, 0.732, 0.732, 0.732, 1, 0
0.251, 0.414, 0, 0.251, 0.414, 0, 0.824, 0.987, 0.573, 1, 1
0, 0, 0.381, 0, 0, 0.381, 0, 0, 0.381, 0, 1
0, 0, 0, 0.418, 0.418, 0.418, 0, 0, 0, 1, 0
1, 1, 1, 0, 0, 0, 0.274, 0.274, 0.274, 1, 0
0.797, 0.166, 0.166, 0.63, 0, 0, 1, 1, 1, 1, 1
0, 0, 0, 0.1, 0.1, 0.1, 0, 0, 0, 1, 0
0, 0.77, 0, 0, 0.77, 0, 0.642, 1, 0.642, 1, 1
0.61, 0.61, 0.61, 0, 0, 0, 0, 0, 0, 1, 0
0, 0.733, 0.578, 0, 0.733, 0.578, 0, 0.733, 0.578, 0, 1
0.1, 0.354, 0, 0.916, 1, 0.816, 0.1, 0.354, 0, 1, 1
0, 0, 0, 0.1, 0.1, 0.1, 0, 0, 0, 1, 0
0, 0, 0, 0.696, 0.696, 0.696, 0, 0, 0, 1, 0
0, 0, 0, 0.249, 0.249, 0.249, 0.467, 0.467, 0.467, 1, 0
0.1, 0, 0.681, 0.1, 0, 0.681, 0.1, 0, 0.681, 0, 1
0.296, 0, 0, 0.562, 0.266, 0.266, 0.765, 0.469, 0.469, 1, 1
0, 0.278, 0.537, 0, 0.278, 0.537, 0, 0.278, 0.537, 0, 1
0.876, 0.769, 0, 1, 1, 0.978, 1, 1, 0.722, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.911, 0.911, 0.911, 0, 0, 0, 0.343, 0.343, 0.343, 1, 0
0, 0, 0.32, 0, 0, 0.32, 0, 0, 0.32, 0, 1
0.496, 0, 0, 0.496, 0, 0, 0.496, 0, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.467, 0, 0, 0.467, 0, 0, 0.467, 0, 0, 0, 1
0.207, 0.207, 0.207, 0.1, 0.1, 0.1, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 0, 0.1, 0, 0, 0.1, 0, 0, 0, 1
0.566, 0, 0.105, 0.666, 0.1, 0.205, 0.666, 0.1, 0.205, 1, 1
0.604, 0.604, 0.604, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0.682, 0.682, 0.682, 0.648, 0.648, 0.648, 1, 0
0.261, 0.247, 0, 0.261, 0.247, 0, 0.588, 0.574, 0.327, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.441, 0.574, 0, 0.541, 0.674, 0.1, 0.966, 1, 0.525, 1, 1
0.651, 0, 0.521, 0.651, 0, 0.521, 1, 0.544, 1, 1, 1
0, 0.798, 0, 0, 0.798, 0, 0, 0.798, 0, 0, 1
0, 0, 0, 0.368, 0.368, 0.368, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.374, 0.259, 0, 0.374, 0.259, 0, 0.374, 0.259, 0, 1
0, 0.832, 0, 0, 0.832, 0, 0.617, 1, 0.617, 1, 1
0.961, 0.961, 0.961, 0, 0, 0, 0.539, 0.539, 0.539, 1, 0
0.88, 0.88, 1, 0, 0, 0.58, 0.1, 0.1, 0.68, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.896, 0, 0, 1, 0.281, 0.281, 1, 0.605, 0.605, 1, 1
0, 0.303, 0.298, 0, 0.303, 0.298, 0, 0.303, 0.298, 0, 1
0, 0.226, 0, 0.475, 0.701, 0.475, 0.666, 0.892, 0.666, 1, 1
0, 0, 0, 0.995, 0.995, 0.995, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.908, 0.582, 0, 1, 1, 0.429, 1, 1, 0.477, 1, 1
0.615, 0.615, 0.615, 0, 0, 0, 1, 1, 1, 1, 0
0, 0, 0, 0.639, 0.639, 0.639, 0, 0, 0, 1, 0
0.736, 0.147, 0, 0.736, 0.147, 0, 0.736, 0.147, 0, 0, 1
0.836, 0, 0.883, 1, 0.423, 1, 0.836, 0, 0.883, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.1, 0.1, 0.1, 0.354, 0.354, 0.354, 1, 0
0, 0, 0, 0.367, 0.367, 0.367, 0, 0, 0, 1, 0
0.1, 0, 0, 1, 0.94, 0.94, 0.1, 0, 0, 1, 1
0.349, 0.449, 0.949, 0, 0.1, 0.601, 0, 0.1, 0.601, 1, 1
0, 0, 0.28, 0, 0, 0.28, 0, 0, 0.28, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0.484, 0.484, 0.484, 1, 0
0.308, 0.308, 0.308, 0.741, 0.741, 0.741, 0, 0, 0, 1, 0
1, 1, 1, 0.316, 0.216, 0.92, 0.1, 0, 0.704, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.815, 0.815, 0.815, 0.345, 0.345, 0.345, 0, 0, 0, 1, 0
0, 0.439, 0, 0, 0.439, 0, 0, 0.439, 0, 0, 1
0.857, 0, 0, 0.857, 0, 0, 0.957, 0.1, 0.1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.291, 0.291, 0.291, 0, 0, 0, 1, 0
0.1, 0.1, 0, 0.1, 0.1, 0, 0.1, 0.1, 0, 0, 1
0.828, 0.828, 0.828, 0, 0, 0, 0.439, 0.439, 0.439, 1, 0
0.141, 0, 0, 0.296, 0.155, 0.155, 0.141, 0, 0, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.264, 0.264, 0.264, 0, 0, 0, 0.376, 0.376, 0.376, 1, 0
0, 0.561, 0, 0, 0.561, 0, 0, 0.561, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.809, 0.541, 0, 0.809, 0.541, 0, 0.809, 0.541, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.788, 0.788, 0.788, 0, 0, 0, 1, 0
0.119, 0.349, 0.828, 0, 0.23, 0.71, 0, 0.23, 0.71, 1, 1
0.976, 0, 0, 1, 1, 1, 0.976, 0, 0, 1, 1
0.715, 0.715, 0.715, 0, 0, 0, 0, 0, 0, 1, 0
0.247, 0, 0.313, 0.247, 0, 0.313, 0.676, 0.428, 0.741, 1, 1
0, 0, 0.1, 0, 0, 0.1, 0.495, 0.495, 0.595, 1, 1
1, 0.505, 0.405, 0.675, 0.1, 0, 1, 0.839, 0.739, 1, 1
0.365, 0.646, 1, 0.474, 0.755, 1, 0, 0.281, 0.711, 1, 1
0, 0, 0, 0, 0, 0, 0.644, 0.644, 0.644, 1, 0
0.765, 0, 0.1, 0.765, 0, 0.1, 0.765, 0, 0.1, 0, 1
0, 0, 0.651, 0, 0, 0.651, 0, 0, 0.651, 0, 1
0.365, 0.365, 0.365, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.344, 0.797, 0, 0.344, 0.797, 0, 0.344, 0.797, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.391, 0.391, 0.391, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 0.7, 1, 1, 0.813, 0.341, 0.586, 0, 1, 1
0.644, 0, 0, 0.644, 0, 0, 0.644, 0, 0, 0, 1
0, 0.157, 0.184, 0, 0.157, 0.184, 0, 0.157, 0.184, 0, 1
1, 0.458, 0.458, 0.634, 0, 0, 0.883, 0.249, 0.249, 1, 1
0, 0.303, 0.816, 0, 0.303, 0.816, 0, 0.303, 0.816, 0, 1
0.401, 0, 1, 0.401, 0, 1, 0.401, 0, 1, 0, 1
0, 0.1, 0.596, 0, 0.1, 0.596, 0.12, 0.22, 0.715, 1, 1
0.421, 0.421, 1, 0, 0, 0.751, 0.503, 0.503, 1, 1, 1
0.475, 0.475, 0.475, 0, 0, 0, 0.723, 0.723, 0.723, 1, 0
0.394, 0, 0.675, 1, 0.788, 1, 0.571, 0.176, 0.852, 1, 1
0, 0, 0, 0.1, 0.1, 0.1, 0.372, 0.372, 0.372, 1, 0
0, 0, 0, 0, 0, 0, 0.69, 0.69, 0.69, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 1, 0, 0, 0.758, 0, 0, 0.758, 1, 1
0.733, 0, 0.502, 0.733, 0, 0.502, 0.733, 0, 0.502, 0, 1
0, 0.339, 0.195, 0, 0.339, 0.195, 0, 0.339, 0.195, 0, 1
0.239, 0.619, 0.239, 0, 0.38, 0, 0, 0.38, 0, 1, 1
0.332, 0.332, 0.332, 0, 0, 0, 0.241, 0.241, 0.241, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.649, 0.492, 0.34, 0.989, 0.832, 0, 0.649, 0.492, 1, 1
0.248, 0.248, 0.248, 0.324, 0.324, 0.324, 0, 0, 0, 1, 0
1, 0.894, 1, 0.672, 0.488, 1, 0.183, 0, 1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.364, 0, 0.1, 0.364, 0, 0.1, 0.364, 0, 0.1, 0, 1
0.743, 0, 0, 0.743, 0, 0, 0.743, 0, 0, 0, 1
0, 0, 0, 0.1, 0.1, 0.1, 0.39, 0.39, 0.39, 1, 0
0, 0.456, 0, 0, 0.456, 0, 0, 0.456, 0, 0, 1
0.554, 0.378, 0, 1, 1, 0.692, 0.554, 0.378, 0, 1, 1
0.395, 0, 0.806, 0.584, 0.189, 0.995, 0.395, 0, 0.806, 1, 1
0, 0, 0.64, 0, 0, 0.64, 0, 0, 0.64, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.49, 0.49, 0.733, 0, 0, 0.244, 0.62, 0.62, 0.863, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0.69, 0, 0, 0.69, 0, 0, 0.69, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.209, 0.209, 1, 0, 0, 1, 0, 0, 1, 1, 1
0.15, 0, 0, 0.15, 0, 0, 0.15, 0, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0.448, 0.952, 0.952, 1, 0, 0, 0.448, 1, 1
0, 0, 0, 0, 0, 0, 0.525, 0.525, 0.525, 1, 0
0.364, 0.707, 0.364, 0.883, 1, 0.883, 0, 0.343, 0, 1, 1
0.337, 0.508, 0, 0.337, 0.508, 0, 0.437, 0.608, 0.1, 1, 1
0.539, 0.539, 0.947, 0.1, 0.1, 0.508, 0, 0, 0.408, 1, 1
0, 0, 0.387, 0, 0, 0.387, 0, 0, 0.387, 0, 1
0, 0.389, 0, 0, 0.389, 0, 0, 0.389, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0.426, 0.484, 0.484, 0.91, 0.113, 0.113, 0.539, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 0.677, 0.811, 0.638, 0, 0.811, 0.638, 0, 1, 1
0, 0, 0, 1, 1, 1, 0.1, 0.1, 0.1, 1, 0
0.677, 0, 0.969, 0.677, 0, 0.969, 0.677, 0, 0.969, 0, 1
0, 0.216, 0, 0, 0.216, 0, 0, 0.216, 0, 0, 1
0, 0, 0.333, 0.1, 0.1, 0.433, 0.455, 0.455, 0.788, 1, 1
0, 0.367, 0.116, 0, 0.367, 0.116, 0.615, 0.981, 0.731, 1, 1
0, 0, 0, 0.76, 0.76, 0.76, 0, 0, 0, 1, 0
0.1, 0, 0, 0.1, 0, 0, 0.592, 0.492, 0.492, 1, 1
0.313, 0, 0.434, 0.936, 0.623, 1, 0.313, 0, 0.434, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0.147, 0.147, 0.147, 1, 0
0, 0, 0, 0, 0, 0, 0.845, 0.845, 0.845, 1, 0
0.527, 0.688, 0, 0.527, 0.688, 0, 0.527, 0.688, 0, 0, 1
0.872, 0, 0.969, 0.872, 0, 0.969, 0.872, 0, 0.969, 0, 1
0.69, 0, 0.371, 0.69, 0, 0.371, 0.69, 0, 0.371, 0, 1
0, 0.512, 0, 0, 0.512, 0, 0, 0.512, 0, 0, 1
0.593, 0.559, 0.155, 0.439, 0.405, 0, 0.439, 0.405, 0, 1, 1
0.5, 0.5, 0.5, 0.609, 0.609, 0.609, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 0.389, 0.1, 0, 0.389, 0.1, 0, 0.389, 0, 1
0, 0.545, 0.839, 0.1, 0.645, 0.939, 0.154, 0.7, 0.993, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.252, 0.252, 0.252, 0, 0, 0, 1, 0
0, 0.1, 0.745, 0, 0.1, 0.745, 0, 0.1, 0.745, 0, 1
0.264, 0, 0.576, 0.264, 0, 0.576, 0.264, 0, 0.576, 0, 1
0.786, 0.663, 0.663, 0.123, 0, 0, 0.123, 0, 0, 1, 1
0, 0.34, 0, 0, 0.34, 0, 0, 0.34, 0, 0, 1
0.366, 0.366, 0.366, 0, 0, 0, 0.1, 0.1, 0.1, 1, 0
0, 0, 0, 0.223, 0.223, 0.223, 0, 0, 0, 1, 0
0, 0, 0, 0.733, 0.733, 0.733, 0.404, 0.404, 0.404, 1, 0
0.5, 0.5, 0.5, 0.389, 0.389, 0.389, 0, 0, 0, 1, 0
1, 0.579, 0.909, 0.641, 0, 0.33, 0.641, 0, 0.33, 1, 1
0.242, 0.242, 0.242, 0.175, 0.175, 0.175, 0, 0, 0, 1, 0
